post_id,account,platform,content_type,category,post_date,day_of_week,hour_of_day,month,likes,comments,shares,views,followers,engagement_rate,hashtag_count,has_emoji,post_length
POST_0526,@user_029,Instagram,Poll,Entertainment,2024-10-31 18:32:00,Thursday,18,10,,736.0,202.0,9500,116936,4.1373,13.0,False,1625
POST_0527,@user_006,Twitter,Image,Education,2024-08-31 18:47:00,Saturday,18,8,1049.0,779.0,,4652,287889,1.5485,12.0,False,358
POST_0528,@user_050,YouTube,Reel,Entertainment,2024-12-23 04:48:00,Monday,4,12,1903.0,3206.0,,17415,252641,2.238,17.0,True,2008
POST_0529,@user_036,YouTube,Poll,Travel,2024-11-11 23:33:00,Monday,23,11,2757.0,5210.0,2916.0,27240,127542,8.5329,2.0,False,1771
POST_0530,@user_008,Facebook,Poll,Fashion,2024-12-09 13:27:00,Monday,13,12,5122.0,,2165.0,21008,183113,6.0444,6.0,False,1421
POST_0531,@user_050,TikTok,Poll,Tech,2024-06-05 05:22:00,Wednesday,5,6,27450.0,4724.0,20226.0,99416,327226,16.0134,4.0,False,193
POST_0532,@user_010,Twitter,Image,Education,2024-02-13 03:47:00,Tuesday,3,2,,1421.0,2198.0,1816,127927,3.8819,30.0,True,1188
POST_0533,@user_020,Instagram,Text,Fashion,2024-08-18 15:01:00,Sunday,15,8,12759.0,2121.0,693.0,8880,110081,14.1469,23.0,True,844
POST_0534,@user_036,TikTok,Reel,Fitness,2024-09-04 19:46:00,Wednesday,19,9,7125.0,1645.0,5261.0,57332,364917,3.845,22.0,True,1552
POST_0535,@user_017,TikTok,Poll,Tech,2024-03-28 01:18:00,Thursday,1,3,4021.0,2924.0,2623.0,77306,414262,2.3096,22.0,False,227
POST_0536,@user_005,YouTube,Poll,Tech,2024-07-17 21:17:00,Wednesday,21,7,9781.0,5083.0,4509.0,55080,453632,4.2706,3.0,True,1208
POST_0537,@user_033,YouTube,Image,Entertainment,2024-12-29 03:57:00,Sunday,3,12,5806.0,6169.0,2755.0,52202,254602,5.7855,27.0,True,773
POST_0538,@user_036,Twitter,Reel,Business,2024-12-30 00:02:00,Monday,0,12,3164.0,6558.0,5123.0,7207,484035,3.0669,16.0,False,1376
POST_0539,@user_002,YouTube,Story,Food,2024-06-26 21:22:00,Wednesday,21,6,8689.0,6950.0,1147.0,47200,328301,5.113,9.0,True,2063
POST_0540,@user_025,Facebook,Video,Fitness,2024-01-16 17:17:00,Tuesday,17,1,1831.0,1600.0,3935.0,11668,80038,9.2031,10.0,False,572
POST_0541,@user_034,Instagram,Poll,Entertainment,2024-12-13 19:55:00,Friday,19,12,7075.0,1933.0,818.0,25710,219302,4.4806,7.0,True,1756
POST_0542,@user_029,Facebook,Reel,Education,2024-10-04 04:13:00,Friday,4,10,2137.0,2184.0,3313.0,2788,305127,2.5019,17.0,True,575
POST_0543,@user_028,Facebook,Poll,Food,2024-03-15 20:59:00,Friday,20,3,10507.0,3723.0,13570.0,9065,481330,5.7757,5.0,False,287
POST_0544,@user_012,TikTok,Reel,Fashion,2024-06-11 04:46:00,Tuesday,4,6,1014.0,648.0,581.0,14827,401808,0.5582,10.0,False,1694
POST_0545,@user_010,Facebook,Story,Fitness,2024-04-06 03:08:00,Saturday,3,4,2048.0,2039.0,4675.0,7380,14235,61.5525,24.0,False,955
POST_0546,@user_044,TikTok,Image,Travel,2024-01-14 11:05:00,Sunday,11,1,15564.0,2974.0,2912.0,88720,70800,30.2966,16.0,False,1541
POST_0547,@user_031,Twitter,Story,Business,2024-03-11 05:12:00,Monday,5,3,3527.0,6669.0,10359.0,15874,17397,118.1526,13.0,True,1115
POST_0548,@user_049,YouTube,Image,Travel,2024-04-14 02:11:00,Sunday,2,4,11520.0,7197.0,2472.0,136937,455125,4.6556,19.0,False,1340
POST_0549,@user_026,YouTube,Image,Entertainment,2024-01-22 19:47:00,Monday,19,1,8883.0,5502.0,1285.0,71735,378092,4.1445,10.0,False,2161
POST_0550,@user_029,Instagram,Reel,Fashion,2024-08-21 01:56:00,Wednesday,1,8,6001.0,2698.0,1250.0,15976,272449,3.6517,17.0,False,170
POST_0551,@user_013,TikTok,Story,Tech,2024-05-29 14:25:00,Wednesday,14,5,22276.0,1450.0,6976.0,30300,406129,7.5597,26.0,False,1899
POST_0552,@user_040,Twitter,Story,Fitness,2024-01-28 22:33:00,Sunday,22,1,2504.0,4243.0,2671.0,11216,243548,3.867,26.0,False,380
POST_0553,@user_050,TikTok,Video,Food,2024-10-26 22:34:00,Saturday,22,10,4584.0,2415.0,5266.0,50973,206580,5.9372,13.0,False,1856
POST_0554,@user_038,Instagram,Image,Business,2024-12-30 06:56:00,Monday,6,12,4099.0,5335.0,2883.0,25456,47780,25.7786,8.0,False,681
POST_0555,@user_046,Instagram,Video,Fashion,2024-08-18 20:23:00,Sunday,20,8,3445.0,461.0,706.0,3472,275131,1.6763,22.0,False,2105
POST_0556,@user_036,TikTok,Image,Entertainment,2024-07-13 01:49:00,Saturday,1,7,10007.0,1998.0,1568.0,29493,478783,2.8349,10.0,True,674
POST_0557,@user_027,Twitter,Image,Tech,2024-06-06 09:46:00,Thursday,9,6,1970.0,7533.0,8361.0,25484,151904,11.7601,20.0,True,491
POST_0558,@user_040,Twitter,Image,Tech,2024-05-09 00:29:00,Thursday,0,5,4570.0,6262.0,19264.0,9960,448981,6.7032,15.0,True,2031
POST_0559,@user_030,Twitter,Image,Business,2024-07-28 14:05:00,Sunday,14,7,352.0,482.0,643.0,1032,128800,1.1467,28.0,False,860
POST_0560,@user_004,Instagram,Image,Food,2024-11-30 11:02:00,Saturday,11,11,5894.0,596.0,220.0,7577,448152,1.4973,,False,1366
POST_0561,@user_027,Instagram,Video,Fashion,2024-04-01 05:43:00,Monday,5,4,10149.0,684.0,1516.0,36302,320887,3.8484,21.0,True,1875
POST_0562,@user_006,TikTok,Text,Tech,2024-06-02 10:23:00,Sunday,10,6,24798.0,4160.0,2821.0,138588,430554,7.381,2.0,False,275
POST_0563,@user_008,Facebook,Story,Food,2024-12-21 08:21:00,Saturday,8,12,8999.0,2086.0,3259.0,30732,217428,6.5971,16.0,True,866
POST_0564,@user_037,TikTok,Video,Fashion,2024-11-18 16:05:00,Monday,16,11,26136.0,7525.0,20269.0,133521,380123,14.1875,22.0,False,1759
POST_0565,@user_034,TikTok,Text,Fitness,2024-10-21 19:22:00,Monday,19,10,6242.0,,2506.0,31820,322564,3.1206,18.0,False,2138
POST_0566,@user_040,YouTube,Story,Food,2024-04-29 22:18:00,Monday,22,4,5175.0,3040.0,3044.0,37387,1328,847.8163,3.0,True,1914
POST_0567,@user_040,Instagram,Poll,Travel,2024-07-31 13:02:00,Wednesday,13,7,9715.0,2827.0,1792.0,32397,183817,7.798,17.0,True,56
POST_0568,@user_017,Twitter,Poll,Fitness,2024-02-04 09:19:00,Sunday,9,2,4143.0,9082.0,4941.0,21573,288855,6.289,10.0,True,476
POST_0569,@user_047,Facebook,Text,Entertainment,2024-10-18 19:01:00,Friday,19,10,2722.0,1966.0,5878.0,7849,102220,10.3365,10.0,False,1972
POST_0570,@user_031,YouTube,Video,Food,2024-03-20 20:29:00,Wednesday,20,3,13407.0,7147.0,6033.0,46193,470224,5.6541,10.0,False,1705
POST_0571,@user_037,Instagram,Reel,Fitness,2024-12-13 10:35:00,Friday,10,12,9056.0,3026.0,2357.0,15926,10313,140.0078,6.0,False,1458
POST_0572,@user_002,Instagram,Image,Fitness,2024-06-22 12:40:00,Saturday,12,6,6982.0,2561.0,4361.0,31225,442163,3.1445,5.0,False,777
POST_0573,@user_046,TikTok,Video,Fitness,2024-06-10 22:02:00,Monday,22,6,11908.0,1656.0,8455.0,49332,217486,10.1243,2.0,False,983
POST_0574,@user_014,Facebook,Story,Fitness,2024-09-25 09:11:00,Wednesday,9,9,1117.0,1095.0,427.0,1575,196696,1.3417,25.0,True,837
POST_0575,@user_031,Instagram,Story,Tech,2024-09-13 04:12:00,Friday,4,9,5414.0,819.0,569.0,20393,484751,1.4032,15.0,False,1350
POST_0576,@user_014,Twitter,Video,Food,2024-01-19 14:24:00,Friday,14,1,9218.0,10142.0,14750.0,19039,61231,55.7071,0.0,False,190
POST_0577,@user_030,TikTok,Video,Education,2024-01-24 03:33:00,Wednesday,3,1,21995.0,2857.0,,92221,12286,223.8971,18.0,False,869
POST_0578,@user_019,Facebook,Image,Travel,2024-05-21 17:20:00,Tuesday,17,5,3242.0,3036.0,8267.0,25045,352362,4.1279,3.0,False,621
POST_0579,@user_001,Twitter,Text,Fashion,2024-11-14 17:32:00,Thursday,17,11,1394.0,2538.0,5591.0,2862,108806,8.7523,17.0,False,1314
POST_0580,@user_037,Facebook,Image,Fitness,2024-05-05 05:04:00,Sunday,5,5,3337.0,2363.0,5084.0,10510,322026,3.3488,28.0,False,1827
POST_0581,@user_031,Instagram,Image,Tech,2024-12-11 01:06:00,Wednesday,1,12,15011.0,3555.0,2097.0,21761,28706,71.9815,2.0,False,1615
POST_0582,@user_040,Twitter,Poll,Business,2024-07-01 09:21:00,Monday,9,7,3700.0,5970.0,8674.0,3467,374264,4.9014,,True,1917
POST_0583,@user_045,TikTok,Image,Fashion,2024-08-27 03:29:00,Tuesday,3,8,16393.0,1194.0,4909.0,32710,359363,6.26,20.0,False,1937
POST_0584,@user_040,Twitter,Image,Food,2024-05-12 11:25:00,Sunday,11,5,2735.0,4260.0,1951.0,8123,367299,2.4356,29.0,False,1340
POST_0585,@user_005,YouTube,Story,Tech,2024-08-31 03:22:00,Saturday,3,8,8519.0,5148.0,1680.0,86074,242323,6.3333,27.0,True,1166
POST_0586,@user_033,Facebook,Reel,Food,2024-02-22 12:52:00,Thursday,12,2,2345.0,396.0,672.0,3541,171349,1.9918,17.0,True,1247
POST_0587,@user_038,TikTok,Story,Entertainment,2024-07-30 07:39:00,Tuesday,7,7,17484.0,3276.0,8343.0,51303,287783,10.1128,5.0,False,1582
POST_0588,@user_045,Instagram,Text,Travel,2024-10-29 13:50:00,Tuesday,13,10,12371.0,924.0,2465.0,51175,297882,5.2907,25.0,False,977
POST_0589,@user_048,Twitter,Poll,Fashion,2024-12-30 18:53:00,Monday,18,12,7048.0,13161.0,18425.0,12112,60438,63.9234,18.0,False,1342
POST_0590,@user_012,TikTok,Video,Business,2024-06-06 12:04:00,Thursday,12,6,40335.0,2397.0,16255.0,78427,57513,102.5629,21.0,False,1351
POST_0591,@user_006,YouTube,Poll,Tech,2024-04-21 04:56:00,Sunday,4,4,3813.0,6797.0,3550.0,114392,474066,2.9869,24.0,True,610
POST_0592,@user_025,Twitter,Story,Fitness,2024-11-11 18:28:00,Monday,18,11,,1244.0,2151.0,11010,108325,5.7327,21.0,False,1237
POST_0593,@user_028,TikTok,Poll,Fitness,2024-06-25 02:37:00,Tuesday,2,6,689.0,277.0,638.0,7274,321097,0.4995,16.0,False,532
POST_0594,@user_036,Facebook,Video,Education,2024-01-28 00:45:00,Sunday,0,1,10601.0,4428.0,13229.0,14774,430811,6.5593,11.0,True,1165
POST_0595,@user_045,Instagram,Image,Entertainment,2024-10-29 12:40:00,Tuesday,12,10,6021.0,3211.0,1357.0,34043,373674,2.8338,12.0,False,1572
POST_0596,@user_043,YouTube,Reel,Travel,2024-03-29 15:08:00,Friday,15,3,5279.0,3904.0,,35759,291700,4.1885,12.0,False,1718
POST_0597,@user_009,Twitter,Text,Food,2024-01-06 02:41:00,Saturday,2,1,259.0,535.0,593.0,1552,75995,1.8251,23.0,False,1798
POST_0598,@user_042,Twitter,Video,Food,2024-07-31 14:57:00,Wednesday,14,7,6855.0,9560.0,9407.0,11962,327261,7.8903,5.0,False,2096
POST_0599,@user_025,YouTube,Reel,Business,2024-06-30 07:11:00,Sunday,7,6,7306.0,2758.0,6449.0,68244,317470,5.2014,0.0,False,979
POST_0600,@user_035,TikTok,Text,Entertainment,2024-10-22 11:02:00,Tuesday,11,10,1160.0,166.0,1564.0,14545,298374,0.9686,15.0,False,473
POST_0601,@user_010,TikTok,Story,Fashion,2024-09-26 08:29:00,Thursday,8,9,17917.0,2119.0,11374.0,97292,41517,75.6558,16.0,True,1014
POST_0602,@user_044,YouTube,Poll,Fashion,2024-11-20 17:51:00,Wednesday,17,11,13484.0,8789.0,4151.0,72586,164339,16.079,19.0,True,1417
POST_0603,@user_030,TikTok,Video,Business,2024-09-19 15:36:00,Thursday,15,9,24395.0,3313.0,11341.0,43976,221233,17.6506,11.0,False,1194
POST_0604,@user_047,Twitter,Video,Fitness,2024-10-15 08:03:00,Tuesday,8,10,5849.0,2714.0,13237.0,38615,303612,7.1802,5.0,True,1205
POST_0605,@user_032,TikTok,Video,Fitness,2024-02-12 04:32:00,Monday,4,2,3236.0,313.0,521.0,18603,446902,0.9107,25.0,False,1042
POST_0606,@user_018,Twitter,Reel,Fitness,2024-05-11 00:47:00,Saturday,0,5,830.0,678.0,4744.0,5741,317076,1.9718,5.0,True,1839
POST_0607,@user_045,Facebook,Image,Fitness,2024-04-30 15:11:00,Tuesday,15,4,5720.0,7293.0,3616.0,31980,452443,3.6754,1.0,False,355
POST_0608,@user_032,Twitter,Reel,Food,2024-07-30 12:15:00,Tuesday,12,7,4178.0,12097.0,14286.0,31913,381132,8.0185,20.0,True,873
POST_0609,@user_004,TikTok,Poll,Education,2024-11-24 08:48:00,Sunday,8,11,9069.0,923.0,5674.0,26858,28037,55.8762,5.0,False,1643
POST_0610,@user_048,YouTube,Text,Business,2024-09-29 07:24:00,Sunday,7,9,6282.0,4006.0,3870.0,42613,249321,5.6786,8.0,True,2182
POST_0611,@user_029,YouTube,Video,Fitness,2024-07-14 21:20:00,Sunday,21,7,10712.0,7414.0,6981.0,154069,358523,7.0029,30.0,True,408
POST_0612,@user_028,TikTok,Poll,Education,2024-11-08 20:54:00,Friday,20,11,11275.0,2109.0,,41492,176119,10.0722,8.0,False,412
POST_0613,@user_030,Facebook,Poll,Entertainment,2024-12-11 23:15:00,Wednesday,23,12,3634.0,4004.0,6757.0,35923,404462,3.559,6.0,False,746
POST_0614,@user_044,Facebook,Reel,Tech,2024-01-05 02:00:00,Friday,2,1,6722.0,2846.0,8634.0,8098,51722,35.192,16.0,True,1836
POST_0615,@user_017,Facebook,Image,Fitness,2024-04-08 01:01:00,Monday,1,4,1420.0,1057.0,1842.0,3335,30322,14.2438,30.0,True,508
POST_0616,@user_025,Instagram,Video,Food,2024-12-02 20:36:00,Monday,20,12,8025.0,2091.0,1066.0,15859,470262,2.3778,3.0,True,1047
POST_0617,@user_041,Facebook,Story,Fashion,2024-08-20 08:49:00,Tuesday,8,8,7516.0,2165.0,6555.0,6247,363423,4.4675,28.0,False,1064
POST_0618,@user_050,Twitter,Video,Fitness,2024-02-01 12:24:00,Thursday,12,2,4099.0,6297.0,5169.0,27437,31988,48.6589,8.0,False,738
POST_0619,@user_013,YouTube,Video,Business,2024-11-08 12:11:00,Friday,12,11,,8569.0,4791.0,148015,57348,48.3452,4.0,False,904
POST_0620,@user_029,TikTok,Poll,Fashion,2024-05-12 03:02:00,Sunday,3,5,1857.0,1242.0,828.0,29112,37416,10.4955,18.0,False,1836
POST_0621,@user_042,Instagram,Story,Food,2024-11-23 00:59:00,Saturday,0,11,860.0,528.0,388.0,1957,348944,0.509,12.0,False,630
POST_0622,@user_033,Facebook,Story,Tech,2024-12-28 15:30:00,Saturday,15,12,6280.0,6504.0,7859.0,24533,212266,9.7251,27.0,True,935
POST_0623,@user_008,Instagram,Story,Business,2024-10-17 17:59:00,Thursday,17,10,10198.0,2098.0,1085.0,16533,175318,7.6324,21.0,False,1650
POST_0624,@user_024,Instagram,Poll,Fashion,2024-09-30 10:05:00,Monday,10,9,15642.0,2720.0,2164.0,34429,399196,5.1418,24.0,False,841
POST_0625,@user_025,Twitter,Reel,Tech,2024-12-04 06:19:00,Wednesday,6,12,,10533.0,19427.0,17333,470503,7.5262,3.0,False,2002
POST_0626,@user_048,Instagram,Poll,Business,2024-04-07 04:02:00,Sunday,4,4,7245.0,1945.0,1035.0,24328,13798,74.1049,23.0,True,2013
POST_0627,@user_032,YouTube,Video,Fitness,2024-09-30 14:01:00,Monday,14,9,544.0,280.0,700.0,8887,178383,0.8543,1.0,False,185
POST_0628,@user_042,YouTube,Video,Travel,2024-12-07 16:29:00,Saturday,16,12,14792.0,11055.0,1404.0,163037,78594,34.6731,23.0,True,305
POST_0629,@user_032,Instagram,Poll,Food,2024-11-30 00:30:00,Saturday,0,11,1326.0,404.0,315.0,6705,127735,1.601,22.0,True,68
POST_0630,@user_020,Twitter,Poll,Tech,2024-02-19 14:39:00,Monday,14,2,806.0,3041.0,6461.0,11656,438465,2.3509,18.0,True,445
POST_0631,@user_005,Instagram,Story,Travel,2024-04-13 13:21:00,Saturday,13,4,12792.0,1361.0,1253.0,24784,170492,9.0362,3.0,True,1327
POST_0632,@user_022,Twitter,Video,Food,2024-02-02 03:17:00,Friday,3,2,2650.0,1805.0,,12142,397674,1.6695,13.0,True,1525
POST_0633,@user_016,TikTok,Image,Business,2024-10-24 01:08:00,Thursday,1,10,,1979.0,3645.0,39601,415239,1.7549,27.0,False,656
POST_0634,@user_001,Instagram,Story,Fashion,2024-01-04 05:59:00,Thursday,5,1,1808.0,213.0,634.0,10798,371035,0.7156,20.0,False,1714
POST_0635,@user_014,YouTube,Poll,Food,2024-03-14 20:17:00,Thursday,20,3,13029.0,3382.0,6823.0,142975,236649,9.8179,13.0,True,724
POST_0636,@user_039,TikTok,Poll,Tech,2024-04-02 22:31:00,Tuesday,22,4,5221.0,1427.0,3960.0,28360,329329,3.2211,26.0,False,1434
POST_0637,@user_013,YouTube,Video,Travel,2024-03-01 16:06:00,Friday,16,3,3112.0,4740.0,1041.0,64470,452819,1.9639,24.0,True,1911
POST_0638,@user_013,Twitter,Text,Tech,2024-02-27 04:43:00,Tuesday,4,2,5238.0,3180.0,9899.0,11511,261341,7.0089,5.0,True,186
POST_0639,@user_019,Instagram,Poll,Education,2024-04-17 13:16:00,Wednesday,13,4,12013.0,3908.0,468.0,41041,323890,5.0601,25.0,False,187
POST_0640,@user_035,Instagram,Poll,Tech,2024-03-31 05:50:00,Sunday,5,3,1044.0,202.0,57.0,3044,254811,0.5114,16.0,True,300
POST_0641,@user_038,Twitter,Poll,Business,2024-10-23 10:26:00,Wednesday,10,10,3609.0,4702.0,1505.0,4463,392188,2.5029,21.0,False,952
POST_0642,@user_007,Instagram,Text,Travel,2024-05-01 23:26:00,Wednesday,23,5,4538.0,1032.0,537.0,11074,197387,3.0939,28.0,True,311
POST_0643,@user_004,YouTube,Reel,Business,2024-08-11 04:13:00,Sunday,4,8,12095.0,9723.0,3555.0,141581,93855,27.0343,12.0,False,568
POST_0644,@user_041,YouTube,Poll,Travel,2024-07-02 08:12:00,Tuesday,8,7,4888.0,4339.0,1730.0,81239,67195,16.3063,1.0,True,1159
POST_0645,@user_030,Twitter,Video,Business,2024-08-02 05:48:00,Friday,5,8,7162.0,7024.0,7378.0,20929,115766,18.6272,28.0,False,652
POST_0646,@user_006,TikTok,Image,Travel,2024-07-29 16:31:00,Monday,16,7,4889.0,3670.0,5797.0,52395,310658,4.6212,15.0,False,1153
POST_0647,@user_048,Instagram,Poll,Entertainment,2024-05-06 07:20:00,Monday,7,5,12227.0,3619.0,601.0,40926,304307,5.4047,7.0,True,30
POST_0648,@user_031,YouTube,Video,Tech,2024-09-15 01:27:00,Sunday,1,9,6567.0,9150.0,7478.0,150083,207237,11.1925,15.0,True,1863
POST_0649,@user_036,YouTube,Image,Fashion,2024-01-07 22:46:00,Sunday,22,1,8260.0,5559.0,1568.0,112574,498538,3.0864,6.0,True,1478
POST_0650,@user_002,Facebook,Image,Fashion,2024-09-02 21:19:00,Monday,21,9,1783.0,1489.0,2028.0,3281,369234,1.4354,14.0,True,1873
POST_0651,@user_012,YouTube,Image,Entertainment,2024-07-08 20:29:00,Monday,20,7,292.0,63.0,171.0,2016,451588,0.1165,20.0,True,1586
POST_0652,@user_019,Facebook,Reel,Tech,2024-08-06 08:44:00,Tuesday,8,8,2727.0,4845.0,2583.0,14342,302085,3.3616,25.0,True,341
POST_0653,@user_033,TikTok,Text,Tech,2024-12-11 11:56:00,Wednesday,11,12,3496.0,246.0,2500.0,5299,58678,10.6377,12.0,False,1916
POST_0654,@user_024,TikTok,Video,Education,2024-03-30 20:35:00,Saturday,20,3,2253.0,1097.0,1395.0,9121,294498,1.6112,22.0,True,576
POST_0655,@user_042,Facebook,Image,Fashion,2024-09-01 23:48:00,Sunday,23,9,7106.0,3423.0,16660.0,16400,457223,5.9466,30.0,True,933
POST_0656,@user_033,Facebook,Text,Fitness,2024-12-14 13:17:00,Saturday,13,12,1361.0,894.0,1071.0,3799,33723,9.8627,11.0,False,1863
POST_0657,@user_031,YouTube,Reel,Fashion,2024-12-29 17:43:00,Sunday,17,12,8402.0,11694.0,1610.0,133881,472071,4.598,9.0,False,1517
POST_0658,@user_006,Instagram,Image,Business,2024-02-11 12:57:00,Sunday,12,2,4653.0,1102.0,,17901,151690,4.4841,30.0,True,457
POST_0659,@user_045,Twitter,Text,Fashion,2024-03-16 15:09:00,Saturday,15,3,901.0,1951.0,7890.0,12998,273490,3.9277,30.0,True,1210
POST_0660,@user_031,YouTube,Poll,Food,2024-06-26 13:28:00,Wednesday,13,6,1003.0,594.0,525.0,8382,153338,1.3839,6.0,True,100
POST_0661,@user_027,Twitter,Reel,Education,2024-10-23 10:41:00,Wednesday,10,10,3039.0,2540.0,13370.0,19835,255381,7.4199,18.0,False,1885
POST_0662,@user_020,Facebook,Reel,Food,2024-03-28 08:14:00,Thursday,8,3,2909.0,,15631.0,18306,195483,11.2312,9.0,True,617
POST_0663,@user_011,Facebook,Text,Business,2024-11-12 05:45:00,Tuesday,5,11,,4424.0,5166.0,16649,150051,11.2882,5.0,True,638
POST_0664,@user_003,Twitter,Image,Fashion,2024-06-11 18:08:00,Tuesday,18,6,4600.0,2809.0,17608.0,19787,137028,18.2569,11.0,True,850
POST_0665,@user_043,TikTok,Poll,Tech,2024-06-11 11:09:00,Tuesday,11,6,23671.0,5963.0,5136.0,114471,235605,14.7578,17.0,True,2195
POST_0666,@user_026,Facebook,Video,Tech,2024-09-12 04:29:00,Thursday,4,9,4720.0,4411.0,3204.0,15158,82316,14.9849,0.0,False,1220
POST_0667,@user_037,YouTube,Text,Food,2024-08-14 10:44:00,Wednesday,10,8,2624.0,,454.0,29429,384090,1.0971,15.0,True,581
POST_0668,@user_002,TikTok,Video,Fitness,2024-07-24 19:53:00,Wednesday,19,7,13182.0,1768.0,7257.0,49158,234318,9.4773,11.0,True,1346
POST_0669,@user_038,Instagram,Reel,Travel,2024-09-26 07:50:00,Thursday,7,9,9154.0,1138.0,2141.0,15322,103111,12.0579,0.0,True,1834
POST_0670,@user_013,Instagram,Reel,Entertainment,2024-09-08 10:38:00,Sunday,10,9,10601.0,1328.0,859.0,39426,495114,2.5828,1.0,False,1638
POST_0671,@user_024,Twitter,Poll,Entertainment,2024-07-16 11:00:00,Tuesday,11,7,2516.0,7551.0,1651.0,12234,181337,6.462,11.0,False,1835
POST_0672,@user_047,TikTok,Video,Travel,2024-08-15 23:26:00,Thursday,23,8,15310.0,1470.0,4419.0,98856,151827,13.9626,5.0,False,1706
POST_0673,@user_010,Twitter,Reel,Fashion,2024-04-16 09:30:00,Tuesday,9,4,6541.0,7982.0,15265.0,29768,176354,16.891,2.0,False,372
POST_0674,@user_027,Instagram,Story,Fitness,2024-03-30 17:29:00,Saturday,17,3,4940.0,3786.0,4595.0,43853,396465,3.3599,29.0,True,826
POST_0675,@user_036,Twitter,Story,Fitness,2024-09-08 01:52:00,Sunday,1,9,4773.0,,12297.0,21055,438063,4.7986,18.0,False,2033
POST_0676,@user_015,TikTok,Poll,Business,2024-01-14 00:09:00,Sunday,0,1,12153.0,4764.0,2684.0,24035,157875,12.4155,,False,518
POST_0677,@user_032,Facebook,Story,Food,2024-12-18 20:15:00,Wednesday,20,12,815.0,503.0,277.0,1030,63076,2.5287,24.0,False,2029
POST_0678,@user_038,Instagram,Reel,Education,2024-09-03 18:27:00,Tuesday,18,9,2367.0,1309.0,1760.0,20384,329750,1.6485,21.0,False,499
POST_0679,@user_017,Facebook,Reel,Tech,2024-03-24 18:03:00,Sunday,18,3,1861.0,1112.0,525.0,4278,168104,2.0809,14.0,True,1473
POST_0680,@user_024,Twitter,Video,Fitness,2024-08-02 20:58:00,Friday,20,8,5407.0,10624.0,15605.0,6601,26040,121.49,9.0,False,2179
POST_0681,@user_050,Instagram,Reel,Travel,2024-11-17 05:48:00,Sunday,5,11,,1031.0,701.0,7425,314423,1.8278,24.0,True,1331
POST_0682,@user_018,Facebook,Poll,Fitness,2024-12-16 22:44:00,Monday,22,12,4772.0,2315.0,1953.0,8806,50744,17.8149,,False,598
POST_0683,@user_024,Instagram,Image,Fitness,2024-09-05 13:21:00,Thursday,13,9,2850.0,1177.0,1108.0,12464,54196,9.4749,6.0,True,2071
POST_0684,@user_027,Twitter,Image,Fashion,2024-08-23 02:07:00,Friday,2,8,723.0,4081.0,6686.0,9730,484632,2.3709,0.0,False,1436
POST_0685,@user_009,Facebook,Poll,Education,2024-08-14 19:33:00,Wednesday,19,8,8645.0,3240.0,11219.0,5669,90786,25.4489,22.0,False,127
POST_0686,@user_045,Instagram,Image,Food,2024-03-13 22:14:00,Wednesday,22,3,6447.0,1336.0,723.0,12277,66216,12.8458,6.0,True,331
POST_0687,@user_005,YouTube,Poll,Fashion,2024-01-10 15:48:00,Wednesday,15,1,9505.0,8019.0,4507.0,46136,22791,96.6654,6.0,True,144
POST_0688,@user_031,TikTok,Reel,Tech,2024-03-01 08:02:00,Friday,8,3,4768.0,966.0,1615.0,23731,158649,4.6322,21.0,True,405
POST_0689,@user_038,Instagram,Reel,Travel,2024-04-12 05:42:00,Friday,5,4,6076.0,1948.0,2757.0,19321,15840,68.0619,2.0,True,1146
POST_0690,@user_011,TikTok,Text,Education,2024-09-13 23:39:00,Friday,23,9,10488.0,4083.0,8588.0,25987,265217,8.7321,18.0,True,415
POST_0691,@user_046,TikTok,Video,Travel,2024-04-08 09:10:00,Monday,9,4,12515.0,1683.0,16829.0,125581,2769,1120.5128,23.0,True,886
POST_0692,@user_024,TikTok,Poll,Business,2024-12-23 18:11:00,Monday,18,12,9955.0,7713.0,11952.0,72819,353621,8.3762,30.0,True,750
POST_0693,@user_014,Facebook,Story,Entertainment,2024-09-20 07:26:00,Friday,7,9,1844.0,1351.0,690.0,3223,399697,0.972,10.0,True,1918
POST_0694,@user_032,Instagram,Reel,Food,2024-07-03 22:18:00,Wednesday,22,7,,3692.0,2760.0,38215,379107,6.9031,1.0,True,1353
POST_0695,@user_019,YouTube,Video,Entertainment,2024-08-21 19:47:00,Wednesday,19,8,2340.0,2184.0,2660.0,39012,360710,1.9916,26.0,False,935
POST_0696,@user_028,TikTok,Story,Fitness,2024-04-06 02:57:00,Saturday,2,4,8391.0,7506.0,21998.0,166735,492849,7.689,21.0,False,744
POST_0697,@user_044,Instagram,Poll,Business,2024-02-23 12:28:00,Friday,12,2,19342.0,2323.0,4225.0,23495,345768,7.4877,21.0,True,498
POST_0698,@user_045,Twitter,Story,Entertainment,2024-10-29 03:47:00,Tuesday,3,10,3561.0,5312.0,6584.0,14596,34426,44.8992,11.0,True,1397
POST_0699,@user_008,Twitter,Reel,Entertainment,2024-04-29 13:46:00,Monday,13,4,6864.0,5773.0,12395.0,28262,146523,17.084,24.0,False,1649
POST_0700,@user_032,Facebook,Story,Entertainment,2024-09-18 08:09:00,Wednesday,8,9,2965.0,4716.0,15036.0,10097,57142,39.7553,3.0,False,2014
POST_0701,@user_002,YouTube,Image,Food,2024-02-20 23:03:00,Tuesday,23,2,2058.0,1640.0,1249.0,25480,261666,1.8906,21.0,True,743
